Employee_ID,Age,Gender,Department,Job_Role,Education,Monthly_Salary,Years_At_Company,Total_Working_Years,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Performance_Rating,Overtime,Business_Travel,Promotion_Last_5Yrs,Training_Hours,Projects_Handled,Absence_Days,Late_Days,Team_Size,Engagement_Score,Joining_Date,Last_Promotion_Date,Attrition
EMP103850,39,Male,Sales,Account Executive,Bachelor's,31800,1.4,14.0,3,4,4,3,No,Rarely,No,50.0,5,2,1,2,84.8,2025-03-07,,No
EMP103851,31,Female,Finance,Accountant,Master's,40300,5.1,5.7,3,3,3,3,No,None,No,73.0,8,14,0,3,75.2,2021-06-24,,No
EMP103852,52,Male,Sales,Business Development Executive,Bachelor's,29100,4.6,17.7,3,4,3,3,No,Rarely,Yes,32.0,7,14,4,2,76.8,2021-12-24,2025-09-07,No
EMP103853,33,Male,Operations,Operations Manager,PhD,55400,4.2,9.0,2,3,2,3,No,Frequently,Yes,,5,10,0,5,60.2,2022-05-19,2023-11-25,No
EMP103854,38,Female,Research & Development,Product Manager,Bachelor's,74300,4.3,10.9,2,2,1,4,No,None,Yes,55.0,7,18,3,6,53.7,2022-04-12,2026-06-27,No
EMP103855,41,Male,Operations,Operations Manager,Master's,61800,8.7,10.6,3,2,1,4,No,None,No,52.0,4,8,4,15,60.7,2017-11-17,,No
EMP103856,44,Female,Sales,Account Executive,Master's,35500,1.3,12.1,1,3,4,2,Yes,Frequently,No,14.0,4,8,1,2,54.6,2025-04-12,,Yes
EMP103857,43,Male,Finance,Accountant,Master's,44100,7.4,10.4,4,3,1,2,No,None,No,7.0,2,9,1,1,60.9,2019-03-07,,No
EMP103858,43,Female,Operations,Process Analyst,Master's,58000,2.3,10.0,3,3,3,3,No,None,No,29.0,9,10,0,2,70.1,2024-04-12,,No
EMP103859,33,Male,Finance,Accountant,High School,55500,7.9,8.6,3,3,3,3,No,None,No,25.0,3,4,4,2,69.4,2018-09-06,,No
EMP103860,40,Female,Customer Support,Support Specialist,Diploma,33900,1.6,16.4,4,2,3,4,No,None,No,49.0,2,3,4,1,77.7,2024-12-24,,No
EMP103861,21,Female,Customer Support,Support Specialist,Bachelor's,24800,0.0,0.0,2,2,4,3,No,None,No,5.0,5,7,3,4,57.3,2026-07-31,,No
EMP103862,39,Male,Operations,Supply Chain Analyst,Bachelor's,38800,1.5,8.9,3,1,3,2,No,None,No,17.0,1,6,6,5,52.6,2025-01-29,,No
EMP103863,40,Female,Finance,Financial Analyst,Master's,53300,3.0,13.6,4,4,3,4,Yes,Rarely,No,37.0,3,8,4,5,88.2,2023-07-31,,No
EMP103864,41,Male,Technology,IT Support Specialist,Diploma,51800,4.5,17.0,2,3,3,4,No,None,No,66.0,3,15,1,4,70.8,2022-01-29,,Yes
EMP103865,41,Female,Sales,Business Development Executive,Diploma,35400,4.7,15.1,4,4,3,4,No,None,No,55.0,5,10,2,1,91.2,2021-11-17,,No
EMP103866,41,Male,Finance,Accountant,Bachelor's,45100,2.1,13.0,3,2,3,4,Yes,Rarely,No,36.0,4,2,5,5,68.0,2024-06-24,,No
EMP103867,31,Non-Binary,Finance,Accountant,Diploma,45200,5.8,5.8,3,2,4,3,Yes,None,No,48.0,7,7,4,1,72.0,2020-10-12,,Yes
EMP103868,32,Female,Operations,Supply Chain Analyst,Bachelor's,33900,0.1,7.1,4,4,3,2,Yes,None,No,35.0,7,7,3,5,81.8,2026-06-24,,No
EMP103869,40,Female,Operations,Process Analyst,Master's,47800,7.7,12.1,4,3,4,3,No,Frequently,No,10.0,4,7,1,5,79.4,2018-11-18,,Yes
EMP103870,21,Male,Sales,Account Executive,Master's,22600,0.0,0.0,2,2,3,3,No,Rarely,No,23.0,7,11,7,2,55.3,2026-07-31,,Yes
EMP103871,22,Male,Finance,Senior Accountant,Master's,45200,1.0,1.0,1,1,3,2,No,None,No,38.0,7,8,4,2,41.1,2025-07-31,,No
EMP103872,29,Male,Technology,IT Support Specialist,Bachelor's,47400,1.3,3.9,3,3,1,3,No,None,No,49.0,3,1,1,3,63.4,2025-04-12,,No
EMP103873,31,Male,Sales,Account Executive,Master's,35100,1.9,8.4,3,3,4,3,No,None,No,25.0,3,9,2,5,74.4,2024-09-05,,No
EMP103874,36,Male,Customer Support,Customer Success Manager,Master's,51500,10.9,12.6,3,4,3,4,No,Rarely,No,60.0,2,9,3,12,84.5,2015-09-06,,No
EMP103875,51,Female,Sales,Account Executive,High School,40400,1.0,22.2,3,3,4,3,No,None,No,14.0,6,6,1,5,72.6,2025-07-31,,No
EMP103876,30,Male,Finance,Senior Accountant,Master's,60200,1.8,7.3,2,3,3,5,No,Frequently,No,71.0,3,12,2,4,73.8,2024-10-12,,No
EMP103877,38,Male,Sales,Account Executive,Master's,43200,6.7,15.1,1,3,2,3,No,None,No,29.0,8,12,0,1,50.1,2019-11-18,,Yes
EMP103878,21,Female,Customer Support,Team Leader,Diploma,33200,0.0,0.0,3,3,3,3,No,Frequently,No,31.0,3,7,5,11,70.4,2026-07-31,,No
EMP103879,30,Female,Operations,Supply Chain Analyst,Master's,39900,0.6,7.0,3,3,4,3,Yes,Frequently,No,10.0,6,11,5,3,71.9,2025-12-24,,No
EMP103880,40,Male,Technology,Software Engineer,Bachelor's,61100,8.5,8.6,1,4,3,3,Yes,None,No,37.0,4,7,1,3,62.7,2018-01-29,,No
EMP103881,31,Male,Human Resources,HR Executive,Bachelor's,27500,10.0,10.0,2,1,4,3,No,None,Yes,37.0,7,6,1,4,56.4,2016-07-31,2020-01-20,No
EMP103882,29,Male,Marketing,Marketing Analyst,Bachelor's,31500,2.2,4.1,4,3,2,3,No,None,Yes,50.0,3,8,3,2,76.1,2024-05-18,2025-09-19,Yes
EMP103883,21,Male,Research & Development,Research Scientist,Master's,48000,0.0,0.0,4,2,4,3,Yes,Rarely,No,34.0,7,12,6,2,77.2,2026-07-31,,Yes
EMP103884,28,Non-Binary,Technology,Software Engineer,Bachelor's,54200,3.1,4.6,3,4,3,3,Yes,Rarely,No,43.0,3,11,4,2,78.7,2023-06-25,,Yes
EMP103885,43,Male,Customer Support,Customer Success Manager,Bachelor's,57100,3.5,13.7,1,2,3,4,No,None,No,78.0,2,6,3,11,57.0,2023-01-30,,Yes
EMP103886,31,Female,Research & Development,Product Analyst,Master's,50900,5.0,7.6,4,1,4,4,Yes,None,Yes,41.0,1,1,2,5,75.1,2021-07-31,2026-02-01,No
EMP103887,35,Female,Research & Development,Research Scientist,Master's,67700,7.1,12.2,2,2,2,2,Yes,Frequently,Yes,5.0,12,9,4,1,44.3,2019-06-25,2024-12-06,Yes
EMP103888,28,Male,Operations,Operations Manager,Bachelor's,59200,6.4,6.4,1,3,1,2,No,None,No,8.0,4,13,5,8,38.6,2020-03-06,,No
EMP103889,32,Male,Operations,Process Analyst,Master's,32900,7.7,9.8,3,4,2,4,Yes,None,No,5.0,6,8,2,1,70.3,2018-11-18,,No
EMP103890,44,Male,Finance,Financial Analyst,Bachelor's,45800,4.3,15.6,2,3,3,2,Yes,,No,25.0,1,9,0,1,58.9,2022-04-12,,No
EMP103891,30,Male,Marketing,Brand Manager,Master's,46600,9.0,9.0,3,2,2,3,No,None,No,28.0,5,7,3,15,58.7,2017-07-31,,No
EMP103892,28,Male,Operations,Process Analyst,Bachelor's,38000,4.9,5.6,4,1,4,4,Yes,None,No,16.0,4,14,3,3,70.9,2021-09-05,,Yes
EMP103893,44,Female,Operations,Operations Manager,High School,52100,4.3,12.8,3,3,4,2,No,Rarely,No,5.0,10,6,2,12,68.1,2022-04-12,,No
EMP103894,34,Female,Finance,Financial Analyst,Bachelor's,44900,3.9,10.9,3,1,3,4,No,Frequently,No,46.0,3,9,5,3,63.4,2022-09-06,,No
EMP103895,32,Male,Marketing,Marketing Analyst,Master's,40700,6.8,8.6,4,3,3,4,No,None,No,28.0,8,13,5,3,80.4,2019-10-12,,No
EMP103896,35,Female,Customer Support,Customer Success Manager,Master's,38800,7.3,7.3,3,3,3,5,No,Rarely,No,,10,10,4,8,77.8,2019-04-13,,No
EMP103897,43,Male,Sales,Account Executive,Master's,32800,1.2,18.2,4,4,3,2,No,None,No,32.0,7,13,3,5,81.3,2025-05-19,,Yes
EMP103898,35,Female,Customer Support,Customer Success Manager,Bachelor's,48300,0.5,7.3,3,4,4,3,No,Frequently,No,38.0,5,8,3,15,82.8,2026-01-29,,No
EMP103899,28,Male,Operations,Supply Chain Analyst,Bachelor's,33100,7.0,7.0,2,2,3,3,No,Rarely,No,67.0,3,7,1,1,61.5,2019-07-31,,No
EMP103900,35,Female,Customer Support,Customer Support Executive,Bachelor's,30800,5.6,10.0,3,3,3,3,No,None,No,43.0,4,7,4,1,72.4,2020-12-24,,No
EMP103901,21,Male,Finance,Finance Manager,Diploma,40100,0.0,0.0,3,3,1,3,No,None,No,40.0,8,10,5,6,61.9,2026-07-31,,No
EMP103902,27,Male,Finance,Senior Accountant,Master's,42200,6.0,6.0,4,3,3,4,No,None,No,39.0,6,14,3,3,82.2,2020-07-30,,No
EMP103903,37,Male,Research & Development,Research Analyst,Diploma,46300,0.6,13.2,4,3,4,3,No,None,No,27.0,6,11,2,4,82.2,2025-12-24,,No
EMP103904,34,Female,Technology,Data Engineer,High School,50500,7.3,7.7,4,3,4,4,Yes,None,No,39.0,2,14,1,4,87.2,2019-04-13,,No
EMP103905,37,Male,Customer Support,Customer Success Manager,Bachelor's,36100,1.3,8.0,2,4,4,4,No,None,No,49.0,1,6,3,10,80.2,2025-04-12,,No
EMP103906,37,Male,Human Resources,HR Executive,High School,38500,1.8,13.7,3,3,4,2,No,None,No,8.0,2,0,1,1,68.6,2024-10-12,,No
EMP103907,41,Female,Human Resources,Recruiter,Bachelor's,26600,3.7,13.8,3,3,4,4,No,None,No,28.0,9,9,4,1,77.9,2022-11-18,,No
EMP103908,35,Female,Technology,Software Engineer,Master's,69100,4.4,10.6,3,3,3,4,No,Rarely,Yes,66.0,7,11,0,5,78.2,2022-03-07,2023-12-14,No
EMP103909,42,Female,Operations,Operations Executive,High School,34100,4.1,17.4,4,3,4,4,No,None,No,51.0,2,1,3,3,89.2,2022-06-24,,No
EMP103910,38,Female,Technology,IT Support Specialist,Master's,44600,0.1,12.4,3,4,4,3,No,None,No,29.0,8,12,1,4,81.3,2026-06-24,,No
EMP103911,38,Male,Sales,Account Executive,High School,37700,3.1,10.5,3,4,3,4,No,Frequently,No,35.0,5,13,1,5,80.3,2023-06-25,,No
EMP103912,27,Male,Technology,QA Engineer,Bachelor's,58000,3.3,3.4,4,3,3,4,No,Rarely,No,39.0,3,9,1,5,82.2,2023-04-13,,No
EMP103913,28,Male,Sales,Account Executive,Master's,24500,4.2,4.2,4,2,3,4,No,None,No,26.0,2,1,2,2,73.8,2022-05-19,,No
EMP103914,30,Female,Research & Development,Research Analyst,Bachelor's,41800,0.7,7.7,3,3,2,3,No,None,No,21.0,4,10,1,3,63.7,2025-11-17,,No
EMP103915,49,Female,Research & Development,Research Scientist,Bachelor's,58400,8.2,23.6,4,4,2,4,No,None,No,49.0,5,2,3,3,85.2,2018-05-19,,No
EMP103916,45,Male,Finance,Senior Accountant,Master's,56500,3.2,17.5,3,2,2,4,No,Rarely,No,27.0,5,8,5,3,61.5,2023-05-19,,Yes
EMP103917,27,Male,Marketing,Marketing Executive,Bachelor's,26500,2.5,3.2,3,4,3,4,No,Frequently,No,46.0,3,4,1,4,82.2,2024-01-30,,No
EMP103918,34,Male,Technology,QA Engineer,Bachelor's,47400,5.0,11.2,4,3,1,4,No,Rarely,No,37.0,3,3,4,1,71.9,2021-07-31,,No
EMP103919,28,Female,Operations,Operations Manager,Bachelor's,51800,3.0,3.5,4,2,1,4,No,Rarely,Yes,42.0,6,10,5,9,66.5,2023-07-31,2024-10-01,No
EMP103920,28,Male,Customer Support,Customer Success Manager,Bachelor's,54800,6.3,6.3,4,2,3,3,No,None,Yes,28.0,3,8,5,3,71.2,2020-04-12,,No
EMP103921,42,Male,Research & Development,Product Analyst,Master's,52000,9.3,13.6,3,3,2,4,No,None,No,39.0,7,8,1,3,69.8,2017-04-12,,No
EMP103922,22,Male,Finance,Accountant,High School,38700,0.1,0.7,3,4,2,4,No,Frequently,No,41.0,8,6,1,5,76.3,2026-06-24,,No
EMP103923,38,Male,Customer Support,Team Leader,Bachelor's,42700,6.2,13.8,4,2,3,4,No,None,No,29.0,2,13,3,3,74.3,2020-05-18,,No
EMP103924,34,Male,Technology,Software Engineer,Master's,59000,4.3,10.2,3,1,2,3,Yes,Rarely,No,5.0,2,11,2,5,48.6,2022-04-12,,No
EMP103925,42,Female,Research & Development,Research Scientist,Bachelor's,60600,1.9,10.5,2,1,4,2,No,None,No,14.0,2,12,3,2,49.6,2024-09-05,,Yes
EMP103926,36,Male,Sales,Sales Executive,Bachelor's,31700,1.4,8.0,3,3,3,4,No,Frequently,No,36.0,5,5,4,4,74.2,2025-03-07,,No
EMP103927,46,Female,Operations,Supply Chain Analyst,Bachelor's,38300,5.9,18.8,2,4,4,3,No,None,No,67.0,8,12,0,3,79.0,2020-09-05,,No
EMP103928,34,Male,Operations,Operations Manager,Master's,48600,5.9,6.9,2,4,3,4,Yes,Rarely,No,59.0,4,14,4,10,76.8,2020-09-05,,No
EMP103929,42,Male,Marketing,Digital Marketing Specialist,High School,35800,3.9,17.5,3,3,1,3,Yes,Rarely,No,30.0,4,5,4,2,60.2,2022-09-06,,No
EMP103930,36,Male,Sales,Sales Manager,Master's,59100,0.7,11.0,1,3,4,2,Yes,None,No,38.0,5,8,3,11,58.6,2025-11-17,,No
EMP103931,35,Female,Research & Development,Product Manager,Bachelor's,75100,1.9,9.0,4,2,3,4,No,None,No,26.0,8,8,1,6,73.8,2024-09-05,,Yes
EMP103932,44,Female,Technology,QA Engineer,High School,67500,3.5,15.5,3,3,3,4,No,Rarely,No,64.0,5,7,3,1,78.2,2023-01-30,,No
EMP103933,35,Male,Operations,Process Analyst,Bachelor's,50300,3.7,7.0,4,3,3,3,Yes,None,No,34.0,8,13,1,2,78.4,2022-11-18,,No
EMP103934,35,Male,Technology,Software Engineer,Diploma,56700,2.8,12.1,3,3,3,3,No,Rarely,No,32.0,3,0,4,2,70.6,2023-10-12,,No
EMP103935,28,Female,Technology,IT Support Specialist,Diploma,44700,7.0,7.0,3,3,4,4,No,None,No,28.0,3,4,1,5,77.9,2019-07-31,,No
EMP103936,34,Female,Operations,Operations Manager,Bachelor's,50300,6.2,6.2,1,1,3,3,Yes,Frequently,No,24.0,6,4,3,14,41.8,2020-05-18,,Yes
EMP103937,21,Female,Finance,Senior Accountant,Master's,40800,0.0,0.0,3,4,3,3,No,Rarely,No,5.0,5,1,2,3,72.3,2026-07-31,,No
EMP103938,31,Female,Sales,Business Development Executive,Bachelor's,28900,4.0,8.0,3,3,3,4,No,Rarely,No,45.0,6,4,1,5,75.8,2022-07-31,,No
EMP103939,37,Male,Sales,Account Executive,Master's,31800,6.0,8.0,2,4,3,3,No,Frequently,No,31.0,6,10,3,1,69.2,2020-07-30,,No
EMP103940,33,Male,Finance,Finance Manager,Bachelor's,82100,5.1,9.9,3,3,4,3,Yes,Rarely,No,5.0,5,4,1,11,71.1,2021-06-24,,No
EMP103941,32,Female,Marketing,Marketing Executive,Bachelor's,33900,3.2,7.8,1,1,2,3,Yes,Rarely,No,50.0,5,3,3,3,41.1,2023-05-19,,No
EMP103942,39,Female,Customer Support,Customer Support Executive,Bachelor's,33600,0.3,15.5,4,2,4,2,No,Rarely,No,23.0,4,10,6,2,72.3,2026-04-12,,No
EMP103943,47,Male,Sales,Account Executive,Master's,28000,1.0,12.5,3,3,3,3,No,Frequently,No,34.0,8,5,2,4,70.9,2025-07-31,,No
EMP103944,31,Female,Finance,Finance Manager,High School,70800,4.8,8.6,4,4,3,4,No,Rarely,No,42.0,5,5,0,12,89.0,2021-10-12,,No
EMP103945,41,Male,Sales,Business Development Executive,Master's,36100,2.3,12.7,2,3,3,3,Yes,Rarely,Yes,28.0,10,6,1,3,62.4,2024-04-12,2026-03-10,No
EMP103946,34,Female,Sales,Sales Executive,Bachelor's,26500,2.9,10.6,3,1,2,3,Yes,None,No,35.0,5,9,1,1,53.6,2023-09-06,,No
EMP103947,38,Female,Operations,Process Analyst,Bachelor's,36200,1.4,10.6,2,4,4,2,Yes,None,No,36.0,6,9,6,2,72.0,2025-03-07,,No
EMP103948,50,Male,Operations,Process Analyst,Master's,42900,2.7,14.3,3,4,4,3,No,Rarely,No,30.0,4,11,4,4,81.5,2023-11-18,,No
EMP103949,41,Female,Sales,Sales Manager,Bachelor's,70100,4.5,17.0,4,3,1,4,Yes,Frequently,No,31.0,3,4,1,14,70.9,2022-01-29,,No
EMP103950,44,Male,Technology,Data Engineer,Bachelor's,49800,2.0,10.5,4,2,3,5,Yes,Rarely,No,44.0,9,9,4,1,79.8,2024-07-31,,No
EMP103951,31,Male,Sales,Business Development Executive,Master's,34200,3.9,6.5,3,3,3,3,No,Frequently,No,34.0,3,12,2,3,70.9,2022-09-06,,No
EMP103952,33,Female,Customer Support,Team Leader,PhD,34300,0.7,7.4,2,3,3,3,Yes,None,No,35.0,3,10,2,7,63.6,2025-11-17,,No
EMP103953,25,Female,Research & Development,Research Analyst,Master's,41600,1.3,2.4,4,1,2,4,Yes,Frequently,No,47.0,3,10,4,3,66.1,2025-04-12,,No
EMP103954,29,Male,Sales,Sales Manager,Master's,41000,2.3,5.2,2,3,3,4,No,None,No,63.0,8,10,3,15,70.8,2024-04-12,,No
EMP103955,36,Male,Technology,QA Engineer,Master's,65800,1.4,7.1,3,3,4,3,Yes,Rarely,No,19.0,9,6,2,1,73.4,2025-03-07,,No
EMP103956,28,Female,Customer Support,Customer Support Executive,Master's,23500,3.3,5.4,3,4,3,2,No,None,No,13.0,5,5,1,4,70.7,2023-04-13,,No
EMP103957,36,Male,Research & Development,Product Analyst,Bachelor's,44100,6.3,7.6,1,1,3,3,No,None,No,28.0,4,0,2,2,42.4,2020-04-12,,Yes
EMP103958,30,Female,Finance,Accountant,Master's,38000,7.2,7.2,4,4,3,4,No,Rarely,No,39.0,3,8,0,2,88.5,2019-05-19,,No
EMP103959,35,Female,Sales,Account Executive,Diploma,28500,2.4,12.3,3,3,3,3,No,None,No,32.0,4,6,2,4,70.6,2024-03-06,,No
EMP103960,39,Male,Sales,Sales Manager,Bachelor's,70900,15.7,15.7,4,4,3,5,No,None,Yes,24.0,9,0,2,4,89.0,2010-11-18,2025-03-18,No
EMP103961,39,Female,Operations,Operations Manager,High School,56200,1.5,12.2,4,3,1,3,No,Rarely,No,44.0,12,9,2,8,70.1,2025-01-29,,No
EMP103962,37,Male,Finance,Finance Manager,Bachelor's,62200,2.5,10.1,3,3,4,3,No,None,No,38.0,4,9,1,13,76.6,2024-01-30,,No
EMP103963,45,Male,Sales,Business Development Executive,Master's,39900,5.8,20.7,3,3,4,4,Yes,None,No,60.0,6,8,0,2,83.2,2020-10-12,,Yes
EMP103964,21,Male,Operations,Process Analyst,High School,34100,0.0,0.0,3,3,2,3,No,Frequently,No,22.0,7,16,3,2,63.9,2026-07-31,,No
EMP103965,34,Male,Sales,Business Development Executive,High School,35200,2.9,9.7,4,2,3,3,Yes,Rarely,No,13.0,3,6,4,3,68.7,2023-09-06,,No
EMP103966,40,Male,Customer Support,Support Specialist,Bachelor's,33900,1.4,11.2,2,3,3,4,No,None,No,80.0,6,3,5,2,70.8,2025-03-07,,No
EMP103967,21,Male,Technology,Software Engineer,High School,39700,0.0,0.0,4,3,3,3,No,None,No,23.0,7,2,3,4,76.6,2026-07-31,,No
EMP103968,48,Male,Sales,Business Development Executive,Bachelor's,38600,3.7,19.3,3,3,4,2,No,None,No,14.0,3,11,2,1,69.6,2022-11-18,,No
EMP103969,32,Male,Operations,Supply Chain Analyst,Master's,37200,4.3,5.6,4,3,3,4,Yes,None,Yes,7.0,8,1,3,5,76.9,2022-04-12,2025-05-27,No
EMP103970,29,Male,Finance,Senior Accountant,Bachelor's,45100,5.2,5.2,2,4,2,4,No,Frequently,No,45.0,4,12,3,4,69.5,2021-05-19,,Yes
EMP103971,40,Male,Research & Development,Product Manager,Bachelor's,56800,2.8,10.8,3,3,3,3,Yes,Frequently,No,23.0,8,11,3,12,69.1,2023-10-12,,No
EMP103972,28,Male,Operations,Operations Manager,Master's,53200,2.2,4.9,3,3,3,4,No,Rarely,Yes,37.0,3,15,3,11,74.4,2024-05-18,2026-01-24,No
EMP103973,45,Non-Binary,Technology,IT Support Specialist,Diploma,53100,0.9,11.1,1,3,4,2,No,None,No,5.0,5,0,3,3,53.1,2025-09-05,,Yes
EMP103974,34,Male,Marketing,Brand Manager,Master's,58500,11.7,11.7,2,2,2,4,No,Rarely,No,43.0,3,12,1,13,56.7,2014-11-18,,No
EMP103975,45,Female,Technology,IT Support Specialist,High School,60000,1.8,12.8,1,3,2,2,No,Frequently,No,30.0,2,9,0,2,47.2,2024-10-12,,No
EMP103976,44,Male,Research & Development,Product Analyst,Bachelor's,54900,3.2,18.5,2,1,3,3,No,None,No,39.0,6,5,4,4,51.8,2023-05-19,,No
EMP103977,35,Female,Finance,Senior Accountant,Bachelor's,54900,1.5,11.6,3,2,3,4,Yes,None,No,41.0,8,10,1,4,68.8,2025-01-29,,Yes
EMP103978,29,Non-Binary,Operations,Operations Executive,Bachelor's,35100,1.7,4.9,3,4,1,3,No,None,No,42.0,4,11,1,4,68.5,2024-11-17,,No
EMP103979,48,Male,Sales,Business Development Executive,Master's,38200,1.7,16.2,3,3,3,5,No,None,No,59.0,6,15,3,4,81.1,2024-11-17,,No
EMP103980,22,Male,Finance,Senior Accountant,Master's,51000,1.0,1.0,3,3,1,4,No,Rarely,No,46.0,6,6,1,3,65.9,2025-07-31,,No
EMP103981,31,Male,Customer Support,Support Specialist,Bachelor's,32300,5.4,7.2,3,3,2,4,No,Rarely,Yes,53.0,3,0,3,2,72.1,2021-03-07,2024-02-09,No
EMP103982,41,Female,Customer Support,Customer Success Manager,Diploma,40500,12.5,12.5,1,4,3,3,No,Rarely,No,50.0,11,5,5,6,64.8,2014-01-29,,No
EMP103983,22,Male,Technology,IT Support Specialist,Master's,45400,1.0,1.0,3,3,2,3,Yes,None,No,21.0,5,12,1,3,63.7,2025-07-31,,No
EMP103984,24,Female,Technology,IT Support Specialist,PhD,36800,3.0,3.0,3,3,4,3,No,Rarely,Yes,49.0,6,4,2,5,78.4,2023-07-31,2025-04-14,No
EMP103985,33,Female,Customer Support,Support Specialist,Bachelor's,33500,4.6,5.7,2,1,3,2,Yes,None,No,7.0,7,11,7,3,43.4,2021-12-24,,Yes
EMP103986,36,Male,Research & Development,Research Scientist,PhD,45600,7.7,10.0,1,3,3,3,No,None,No,55.0,2,2,4,4,59.4,2018-11-18,,No
EMP103987,21,Male,Sales,Account Executive,High School,27000,0.0,0.0,3,2,2,2,Yes,None,No,21.0,8,10,1,5,54.5,2026-07-31,,No
EMP103988,43,Male,Human Resources,HR Business Partner,Master's,48000,1.8,18.5,4,3,3,4,Yes,None,No,26.0,5,7,3,4,80.1,2024-10-12,,No
EMP103989,33,Male,Technology,Data Analyst,Bachelor's,51700,5.3,6.8,3,3,4,4,No,None,Yes,21.0,3,8,3,5,76.8,2021-04-12,2025-11-01,No
EMP103990,40,Female,Customer Support,Team Leader,Bachelor's,47600,7.2,17.1,1,1,4,3,No,Rarely,No,12.0,3,16,2,8,44.8,2019-05-19,,No
EMP103991,28,Male,Sales,Account Executive,Bachelor's,31400,1.6,6.3,3,4,3,4,Yes,Frequently,No,47.0,10,17,1,4,82.3,2024-12-24,,No
EMP103992,31,Female,Technology,IT Support Specialist,Bachelor's,46200,8.5,8.5,1,3,3,4,No,Frequently,No,68.0,4,9,3,5,63.2,2018-01-29,,No
EMP103993,36,Female,Marketing,Marketing Executive,Bachelor's,30600,1.3,10.3,4,4,3,4,No,Frequently,No,44.0,6,10,4,4,89.3,2025-04-12,,No
EMP103994,35,Non-Binary,Sales,Sales Executive,Bachelor's,34200,5.4,9.9,3,4,4,3,No,Rarely,No,42.0,3,10,1,1,83.5,2021-03-07,,No
EMP103995,39,Female,Human Resources,Recruiter,Master's,35800,2.2,12.9,4,4,2,4,No,Frequently,No,27.0,1,6,3,2,81.5,2024-05-18,,No
EMP103996,40,Female,Finance,Accountant,Bachelor's,62000,7.3,14.5,3,3,4,4,No,Rarely,Yes,39.0,3,8,5,4,79.8,2019-04-13,2025-10-09,No
EMP103997,25,Female,Technology,QA Engineer,Bachelor's,49900,3.7,3.7,4,4,2,4,No,None,No,57.0,8,6,1,4,86.5,2022-11-18,,No
EMP103998,36,Male,Finance,Financial Analyst,High School,40100,3.0,10.5,1,3,3,3,No,Rarely,No,54.0,8,5,2,3,59.2,2023-07-31,,No
EMP103999,33,Male,Operations,Supply Chain Analyst,Master's,42800,6.7,6.7,3,2,4,3,No,None,No,42.0,4,10,2,3,71.0,2019-11-18,,No
EMP104000,37,Male,Sales,Sales Manager,Bachelor's,61500,3.8,13.9,4,3,3,2,No,Frequently,Yes,27.0,7,8,1,10,74.2,2022-10-12,2024-10-19,No
EMP104001,31,Male,Operations,Process Analyst,Master's,33300,6.5,8.1,3,2,4,3,No,Rarely,Yes,36.0,7,10,2,2,70.0,2020-01-30,2023-07-20,No
EMP104002,34,Male,Customer Support,Customer Support Executive,Master's,23600,4.9,8.6,2,3,3,3,Yes,None,No,46.0,3,8,6,3,65.4,2021-09-05,,Yes
EMP104003,50,Female,Marketing,Marketing Analyst,Bachelor's,43400,6.6,19.5,2,1,2,3,No,None,Yes,63.0,7,11,6,2,50.2,2019-12-24,2021-12-28,No
EMP104004,25,Male,Sales,Sales Manager,High School,55500,0.6,2.9,4,3,2,4,No,None,No,54.0,5,7,5,15,79.8,2025-12-24,,Yes
EMP104005,30,Male,Sales,Sales Executive,Bachelor's,26600,4.5,4.7,2,3,4,4,No,None,Yes,8.0,7,14,2,5,67.1,2022-01-29,2025-03-26,No
EMP104006,21,Male,Technology,Data Analyst,Bachelor's,30400,0.0,0.0,2,4,3,2,Yes,None,No,53.0,5,10,0,3,69.8,2026-07-31,,Yes
EMP104007,30,Male,Finance,Accountant,Diploma,41700,6.4,6.4,3,2,3,4,No,None,No,64.0,4,9,3,1,72.0,2020-03-06,,No
EMP104008,25,Male,Finance,Financial Analyst,Bachelor's,38900,4.0,4.0,4,2,3,4,No,Frequently,No,18.0,4,6,3,2,72.5,2022-07-31,,No
EMP104009,50,Female,Operations,Supply Chain Analyst,Bachelor's,43500,4.5,20.7,4,3,1,4,No,Rarely,No,51.0,5,4,2,2,74.2,2022-01-29,,No
EMP104010,31,Male,Sales,Sales Executive,Master's,32000,4.6,6.0,4,4,3,3,No,Rarely,No,13.0,5,11,1,3,81.2,2021-12-24,,Yes
EMP104011,31,Male,Sales,Account Executive,Bachelor's,28700,9.4,9.4,4,2,3,4,Yes,Rarely,No,28.0,3,7,3,2,74.2,2017-03-07,,No
EMP104012,39,Male,Finance,Senior Accountant,Bachelor's,62200,10.0,15.4,4,3,2,4,Yes,Rarely,No,32.0,4,9,2,1,76.1,2016-07-31,,No
EMP104013,25,Female,Marketing,Marketing Executive,Bachelor's,27800,3.2,3.2,2,3,4,3,No,None,No,32.0,6,8,4,1,68.1,2023-05-19,,Yes
EMP104014,40,Male,Technology,IT Support Specialist,Bachelor's,35700,6.0,14.9,2,2,4,2,Yes,None,No,28.0,3,9,4,5,58.2,2020-07-30,,Yes
EMP104015,40,Male,Operations,Operations Executive,Master's,36900,9.8,13.3,4,4,2,4,No,None,No,39.0,7,9,3,3,83.5,2016-10-12,,No
EMP104016,47,Female,Technology,IT Support Specialist,Bachelor's,58600,1.9,22.7,3,3,2,3,No,Frequently,No,64.0,9,11,5,3,70.2,2024-09-05,,No
